,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,,BCFG,BR,DZ,FG,FG+,FU,GR,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCFG,VCTS
890,1.0,2009-07-17,70.0,57.0,64.0,-10.0,51.0,56.0,1.0,0.0,0431,1925, ,0.0,0.0,29.15,29.87,10.6,30.0,10.8,2009,7,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,2.0,2009-07-17,70.0,58.0,64.0,,52.0,57.0,1.0,0.0,-,-,RA,,0.1,29.21,29.86,10.1,29.0,10.4,2009,7,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
892,1.0,2009-07-18,72.0,57.0,65.0,-9.0,52.0,57.0,0.0,0.0,0432,1924, ,0.0,0.0,29.31,30.01,8.1,31.0,8.2,2009,7,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,2.0,2009-07-18,73.0,58.0,66.0,,52.0,58.0,0.0,1.0,-,-, ,,0.0,29.36,30.0,6.6,32.0,7.1,2009,7,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,1.0,2009-07-19,71.0,57.0,64.0,-10.0,52.0,58.0,1.0,0.0,0433,1923, ,0.0,0.0,29.39,30.11,1.3,36.0,4.0,2009,7,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,2.0,2009-07-19,73.0,60.0,67.0,,53.0,59.0,0.0,2.0,-,-, ,,0.0,29.45,30.1,1.4,4.0,4.6,2009,7,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,1.0,2009-07-20,76.0,55.0,66.0,-8.0,55.0,60.0,0.0,1.0,0433,1923, ,0.0,0.0,29.36,30.09,5.1,9.0,5.5,2009,7,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,2.0,2009-07-20,76.0,59.0,68.0,,56.0,61.0,0.0,3.0,-,-, ,,0.0,29.42,30.08,6.2,10.0,6.5,2009,7,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,1.0,2009-07-21,80.0,58.0,69.0,-5.0,57.0,62.0,0.0,4.0,0434,1922,RA DZ,0.0,0.04,29.28,30.01,3.1,13.0,5.8,2009,7,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
899,2.0,2009-07-21,82.0,64.0,73.0,,56.0,63.0,0.0,8.0,-,-, ,,0.0,29.33,29.99,4.9,14.0,6.3,2009,7,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,1.0,2009-07-22,78.0,63.0,71.0,-3.0,61.0,64.0,0.0,6.0,0435,1921,BR HZ,0.0,0.1,29.23,29.95,3.5,3.0,5.0,2009,7,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,2.0,2009-07-22,79.0,66.0,73.0,,59.0,64.0,0.0,8.0,-,-,BR HZ,,0.0,29.28,29.93,2.8,11.0,5.9,2009,7,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,1.0,2009-07-23,82.0,62.0,72.0,-2.0,58.0,63.0,0.0,7.0,0436,1920,TS BR HZ,0.0,0.0,29.21,29.93,2.6,32.0,5.0,2009,7,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
903,2.0,2009-07-23,79.0,63.0,71.0,,60.0,64.0,0.0,6.0,-,-,BR HZ,,0.1,29.26,29.91,1.7,1.0,6.0,2009,7,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,1.0,2009-07-24,83.0,61.0,72.0,-2.0,59.0,64.0,0.0,7.0,0437,1919,TSRA RA,0.0,0.14,29.08,29.83,8.9,23.0,9.8,2009,7,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
905,2.0,2009-07-24,83.0,62.0,73.0,,60.0,65.0,0.0,8.0,-,-,TSRA RA,,0.19,29.14,29.82,8.7,23.0,9.6,2009,7,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
906,1.0,2009-07-25,81.0,66.0,74.0,0.0,58.0,64.0,0.0,9.0,0438,1918, ,0.0,0.0,29.02,29.73,10.6,28.0,11.1,2009,7,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,2.0,2009-07-25,81.0,66.0,74.0,,59.0,65.0,0.0,9.0,-,-, ,,0.1,29.08,29.71,10.8,27.0,11.5,2009,7,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,1.0,2009-07-26,82.0,63.0,73.0,-1.0,58.0,64.0,0.0,8.0,0439,1918,RA,0.0,0.1,29.13,29.82,8.0,29.0,8.6,2009,7,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
909,2.0,2009-07-26,82.0,64.0,73.0,,59.0,65.0,0.0,8.0,-,-, ,,0.0,29.18,29.8,9.1,29.0,9.4,2009,7,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,1.0,2009-07-27,84.0,64.0,74.0,0.0,61.0,66.0,0.0,9.0,0440,1917,RA,0.0,0.02,29.13,29.86,9.3,23.0,10.1,2009,7,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
911,2.0,2009-07-27,84.0,66.0,75.0,,61.0,67.0,0.0,10.0,-,-,RA,,0.03,29.21,29.85,9.2,23.0,9.6,2009,7,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
912,1.0,2009-07-28,84.0,66.0,75.0,1.0,60.0,66.0,0.0,10.0,0441,1916,RA,0.0,0.01,29.08,29.78,6.4,28.0,8.0,2009,7,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
913,2.0,2009-07-28,86.0,68.0,77.0,,62.0,67.0,0.0,12.0,-,-, ,,0.01,29.13,29.77,6.5,28.0,7.7,2009,7,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,1.0,2009-07-29,81.0,62.0,72.0,-2.0,51.0,59.0,0.0,7.0,0442,1915, ,0.0,0.0,29.13,29.84,4.2,35.0,7.1,2009,7,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,2.0,2009-07-29,79.0,66.0,73.0,,52.0,61.0,0.0,8.0,-,-, ,,0.0,29.19,29.82,3.8,3.0,7.1,2009,7,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,1.0,2009-07-30,79.0,59.0,69.0,-5.0,57.0,62.0,0.0,4.0,0443,1914, ,0.0,0.1,29.15,29.85,4.4,23.0,5.5,2009,7,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,2.0,2009-07-30,80.0,65.0,73.0,,57.0,63.0,0.0,8.0,-,-, ,,0.1,29.2,29.84,4.9,24.0,6.3,2009,7,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,1.0,2009-07-31,81.0,58.0,70.0,-4.0,54.0,61.0,0.0,5.0,0444,1913, ,0.0,0.0,29.23,29.94,6.2,26.0,7.3,2009,7,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,2.0,2009-07-31,82.0,62.0,72.0,,55.0,62.0,0.0,7.0,-,-, ,,0.0,29.29,29.92,5.9,27.0,6.7,2009,7,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,1.0,2009-08-01,75.0,61.0,68.0,-5.0,59.0,62.0,0.0,3.0,0445,1911,RA,0.0,0.1,29.18,29.91,11.6,22.0,11.4,2009,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
921,2.0,2009-08-01,75.0,63.0,69.0,,59.0,63.0,0.0,4.0,-,-, ,,0.01,29.24,29.9,10.6,23.0,10.5,2009,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,1.0,2009-08-02,78.0,57.0,68.0,-5.0,51.0,59.0,0.0,3.0,0446,1910, ,0.0,0.0,29.2,29.93,6.8,25.0,9.6,2009,8,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,2.0,2009-08-02,79.0,58.0,69.0,,52.0,59.0,0.0,4.0,-,-, ,,0.0,29.26,29.92,6.2,26.0,8.4,2009,8,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,1.0,2009-08-03,84.0,67.0,76.0,3.0,60.0,66.0,0.0,11.0,0447,1909, ,0.0,0.07,29.1,29.82,12.2,21.0,12.4,2009,8,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,2.0,2009-08-03,86.0,68.0,77.0,,61.0,66.0,0.0,12.0,-,-,RA,,0.06,29.17,29.81,11.0,21.0,11.3,2009,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
926,1.0,2009-08-04,85.0,67.0,76.0,3.0,61.0,67.0,0.0,11.0,0448,1908,BR,0.0,0.0,29.17,29.87,2.5,2.0,5.8,2009,8,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,2.0,2009-08-04,86.0,69.0,78.0,,63.0,68.0,0.0,13.0,-,-,BR HZ,,0.0,29.21,29.85,1.8,5.0,6.2,2009,8,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,1.0,2009-08-05,79.0,61.0,70.0,-3.0,54.0,61.0,0.0,5.0,0449,1907, ,0.0,0.0,29.34,30.05,2.9,6.0,4.2,2009,8,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,2.0,2009-08-05,79.0,66.0,73.0,,56.0,63.0,0.0,8.0,-,-, ,,0.0,29.4,30.03,3.8,6.0,5.6,2009,8,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,1.0,2009-08-06,82.0,60.0,71.0,-2.0,51.0,60.0,0.0,6.0,0450,1906, ,0.0,0.0,29.39,30.09,1.4,6.0,5.4,2009,8,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,2.0,2009-08-06,81.0,62.0,72.0,,51.0,60.0,0.0,7.0,-,-, ,,0.0,29.44,30.08,3.4,9.0,5.5,2009,8,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,1.0,2009-08-07,74.0,64.0,69.0,-4.0,59.0,63.0,0.0,4.0,0451,1904,RA BR,0.0,0.33,29.36,30.09,7.3,15.0,7.8,2009,8,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
933,2.0,2009-08-07,74.0,67.0,71.0,,59.0,63.0,0.0,6.0,-,-,RA BR,,0.23,29.41,30.08,6.4,15.0,7.2,2009,8,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
934,1.0,2009-08-08,89.0,68.0,79.0,6.0,70.0,73.0,0.0,14.0,0452,1903,RA BR,0.0,0.02,29.2,29.92,12.9,21.0,13.6,2009,8,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
935,2.0,2009-08-08,89.0,69.0,79.0,,70.0,73.0,0.0,14.0,-,-,TSRA RA BR,,0.08,29.26,29.92,12.2,21.0,12.8,2009,8,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
936,1.0,2009-08-09,91.0,77.0,84.0,11.0,71.0,74.0,0.0,19.0,0453,1902, ,0.0,0.18,29.23,29.94,11.6,23.0,12.9,2009,8,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,2.0,2009-08-09,92.0,77.0,85.0,,72.0,75.0,0.0,20.0,-,-, ,,0.02,29.29,29.92,11.1,23.0,12.3,2009,8,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,1.0,2009-08-10,85.0,70.0,78.0,5.0,65.0,69.0,0.0,13.0,0454,1900, ,0.0,0.0,29.24,29.95,6.9,26.0,7.2,2009,8,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,2.0,2009-08-10,86.0,71.0,79.0,,66.0,70.0,0.0,14.0,-,-, ,,0.0,29.31,29.94,8.3,26.0,8.9,2009,8,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,1.0,2009-08-11,82.0,62.0,72.0,-1.0,61.0,66.0,0.0,7.0,0455,1859, ,0.0,0.0,29.3,30.0,6.3,2.0,8.0,2009,8,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,2.0,2009-08-11,81.0,65.0,73.0,,62.0,66.0,0.0,8.0,-,-, ,,0.0,29.36,29.98,6.1,2.0,8.7,2009,8,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,1.0,2009-08-12,83.0,60.0,72.0,-1.0,55.0,62.0,0.0,7.0,0456,1858, ,0.0,0.0,29.39,30.09,3.7,4.0,5.9,2009,8,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,2.0,2009-08-12,82.0,63.0,73.0,,56.0,63.0,0.0,8.0,-,-, ,,0.0,29.44,30.07,5.5,5.0,7.0,2009,8,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,1.0,2009-08-13,86.0,60.0,73.0,0.0,55.0,63.0,0.0,8.0,0457,1856, ,0.0,0.0,29.38,30.1,1.5,14.0,3.8,2009,8,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,2.0,2009-08-13,86.0,63.0,75.0,,55.0,63.0,0.0,10.0,-,-, ,,0.0,29.44,30.09,2.0,16.0,4.0,2009,8,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,1.0,2009-08-14,88.0,63.0,76.0,4.0,59.0,66.0,0.0,11.0,0458,1855, ,0.0,0.0,29.38,30.1,5.4,21.0,5.7,2009,8,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,2.0,2009-08-14,88.0,67.0,78.0,,59.0,66.0,0.0,13.0,-,-, ,,0.0,29.44,30.08,6.3,21.0,6.5,2009,8,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,1.0,2009-08-15,89.0,67.0,78.0,6.0,61.0,67.0,0.0,13.0,0459,1854, ,0.0,0.0,29.32,30.04,8.7,19.0,8.9,2009,8,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,2.0,2009-08-15,89.0,70.0,80.0,,61.0,68.0,0.0,15.0,-,-, ,,0.0,29.38,30.02,8.3,19.0,8.7,2009,8,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,1.0,2009-08-16,88.0,70.0,79.0,7.0,67.0,70.0,0.0,14.0,0500,1852,TSRA,0.0,0.63,29.27,29.99,9.5,20.0,10.2,2009,8,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
951,2.0,2009-08-16,90.0,71.0,81.0,,68.0,71.0,0.0,16.0,-,-,TSRA RA,,0.27,29.34,29.97,9.3,21.0,10.1,2009,8,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
952,1.0,2009-08-17,83.0,70.0,77.0,5.0,68.0,70.0,0.0,12.0,0501,1851,TSRA RA BR,0.0,0.33,29.28,30.0,4.6,22.0,5.8,2009,8,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
953,2.0,2009-08-17,83.0,71.0,77.0,,68.0,71.0,0.0,12.0,-,-,RA BR,,0.59,29.34,29.98,5.1,22.0,7.5,2009,8,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
954,1.0,2009-08-18,83.0,65.0,74.0,2.0,59.0,65.0,0.0,9.0,0502,1849, ,0.0,0.0,29.28,29.99,7.5,27.0,8.1,2009,8,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,2.0,2009-08-18,84.0,66.0,75.0,,61.0,66.0,0.0,10.0,-,-, ,,0.0,29.33,29.97,8.0,27.0,8.3,2009,8,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,1.0,2009-08-19,83.0,59.0,71.0,0.0,60.0,65.0,0.0,6.0,0503,1848,RA,0.0,0.35,29.08,29.83,5.7,16.0,8.7,2009,8,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
957,2.0,2009-08-19,81.0,64.0,73.0,,62.0,66.0,0.0,8.0,-,-,TSRA BR,,0.61,29.15,29.82,5.9,16.0,8.2,2009,8,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
958,1.0,2009-08-20,78.0,64.0,71.0,0.0,61.0,65.0,0.0,6.0,0504,1846,RA,0.0,0.07,28.93,29.66,12.1,23.0,12.5,2009,8,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
959,2.0,2009-08-20,79.0,64.0,72.0,,61.0,65.0,0.0,7.0,-,-,RA BR,,0.12,29.0,29.65,12.2,23.0,12.7,2009,8,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
960,1.0,2009-08-21,73.0,59.0,66.0,-5.0,58.0,61.0,0.0,1.0,0505,1845,RA,0.0,0.16,29.07,29.75,7.7,27.0,10.7,2009,8,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
961,2.0,2009-08-21,74.0,59.0,67.0,,58.0,61.0,0.0,2.0,-,-,RA,,0.05,29.13,29.75,10.1,27.0,13.2,2009,8,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
962,1.0,2009-08-22,68.0,57.0,63.0,-8.0,52.0,56.0,2.0,0.0,0506,1843, ,0.0,0.0,29.31,30.0,7.8,1.0,9.4,2009,8,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,2.0,2009-08-22,69.0,58.0,64.0,,52.0,57.0,1.0,0.0,-,-, ,,0.0,29.36,29.99,9.4,36.0,10.4,2009,8,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,1.0,2009-08-23,74.0,56.0,65.0,-6.0,53.0,58.0,0.0,0.0,0508,1842, ,0.0,0.0,29.38,30.09,2.7,2.0,6.4,2009,8,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,2.0,2009-08-23,73.0,58.0,66.0,,55.0,59.0,0.0,1.0,-,-, ,,0.0,29.44,30.08,3.5,5.0,7.6,2009,8,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,1.0,2009-08-24,79.0,54.0,67.0,-4.0,56.0,61.0,0.0,2.0,0509,1840, ,0.0,0.0,29.41,30.13,3.8,21.0,5.1,2009,8,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,2.0,2009-08-24,79.0,57.0,68.0,,57.0,62.0,0.0,3.0,-,-, ,,0.0,29.47,30.12,5.0,21.0,5.7,2009,8,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,1.0,2009-08-25,83.0,59.0,71.0,1.0,61.0,65.0,0.0,6.0,0510,1839, ,0.0,0.0,29.33,30.05,9.1,21.0,9.2,2009,8,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,2.0,2009-08-25,82.0,61.0,72.0,,61.0,65.0,0.0,7.0,-,-, ,,0.0,29.39,30.04,8.3,21.0,8.6,2009,8,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,1.0,2009-08-26,73.0,62.0,68.0,-2.0,62.0,64.0,0.0,3.0,0511,1837,RA BR,0.0,0.93,29.36,30.08,5.2,2.0,7.8,2009,8,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
971,2.0,2009-08-26,72.0,64.0,68.0,,64.0,65.0,0.0,3.0,-,-,RA BR,,0.54,29.42,30.07,3.9,2.0,7.3,2009,8,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
972,1.0,2009-08-27,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,0512,1835,RA BR,0.0,0.95,29.36,30.08,9.1,7.0,9.7,2009,8,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
973,2.0,2009-08-27,67.0,62.0,65.0,,61.0,63.0,0.0,0.0,-,-,RA BR,,1.19,29.41,30.07,10.7,8.0,11.0,2009,8,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
974,1.0,2009-08-28,68.0,60.0,64.0,-6.0,61.0,62.0,1.0,0.0,0513,1834,RA BR,0.0,0.22,29.18,29.93,3.4,2.0,5.7,2009,8,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
975,2.0,2009-08-28,71.0,61.0,66.0,,61.0,63.0,0.0,1.0,-,-,RA BR,,0.28,29.24,29.92,2.6,2.0,5.4,2009,8,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
976,1.0,2009-08-29,69.0,56.0,63.0,-7.0,51.0,56.0,2.0,0.0,0514,1832,RA DZ BR,0.0,0.02,29.18,29.89,11.4,31.0,11.8,2009,8,29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
977,2.0,2009-08-29,69.0,56.0,63.0,,52.0,57.0,2.0,0.0,-,-,DZ,,0.01,29.24,29.88,10.4,31.0,11.1,2009,8,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,1.0,2009-08-30,66.0,51.0,59.0,-11.0,47.0,52.0,6.0,0.0,0515,1831, ,0.0,0.0,29.44,30.14,8.2,1.0,9.3,2009,8,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
